Pricing_policy.key,Pricing policy,Politique de prix,Preispolitik,Politica dei prezzi,Política de preços,سياسة التسعير,Ценовая политика,Política de precios,価格政策,定价政策
Citizenship.key,Citizenship,Citoyenneté,Staatsangehörigkeit,Cittadinanza,Cidadania,المواطنة,гражданство,Ciudadanía,市民権,国籍
Economic_policy.key,Economic policy,Politique économique,Wirtschaftspolitik,Politica economica,Política econômica,السياسة الاقتصادية,Экономическая политика,Política económica,経済政策,经济政策
Employment_policy.key,Employment policy,Politique de l'emploi,Beschäftigungspolitik,La politica occupazionale,A política de emprego,سياسة العمالة,политика в области занятости,La política de empleo,雇用政策,就业政策
Legislative_procedure.key,Legislative procedure,procédure législative,Gesetzgebungsverfahren,La procedura legislativa,Processo legislativo,الإجراء التشريعي,Законодательная процедура,procedimiento legislativo,立法手続き,立法程序
State_security.key,State security,la sécurité de l'Etat,die Sicherheit des Staates,la sicurezza dello Stato,Segurança de Estado,أمن الدولة,госбезопасность,Seguridad Estatal,国家安全保障,国家安全
Employment_conditions.key,Employment conditions,Les conditions d'emploi,Arbeitsbedingungen,condizioni di lavoro,Condições de trabalho,ظروف العمل,условия труда,Las condiciones de empleo,雇用条件,就业条件
Refugees.key,Refugees,Réfugiés,Flüchtlinge,rifugiati,Refugiados,اللاجئين,Беженцы,Refugiados,難民,难民
Short_term_economic_policy.key,Short-term economic policy,la politique économique à court terme,Kurzfristige Wirtschaftspolitik,politica economica a breve termine,Política econômica de curto prazo,السياسة الاقتصادية قصيرة الأجل,Краткосрочная экономическая политика,la política económica a corto plazo,短期的な経済政策,短期经济政策
Competition_policy.key,Competition policy,La politique de concurrence,Wettbewerbspolitik,La politica della concorrenza,Política de concorrência,سياسة المنافسة,Политика в области конкуренции,La política de competencia,競争政策,竞争政策
Consumer_protection.key,Consumer protection,La protection des consommateurs,Verbraucherschutz,Protezione del consumatore,Proteção do consumidor,حماية المستهلك,Защита потребителя,Protección al Consumidor,消費者保護,消费者保护
EU.key,EU,UE,EU,Unione Europea,União Europeia (UE),الاتحاد الأوروبي,ЕС,UE,EU,欧洲联盟
Family_policy.key,Family policy,La politique familiale,Familienpolitik,La politica familiare,Política familiar,سياسة الأسرة,Семейная политика,La política familiar,家族政策,家庭政策
Nuclear_energy.key,Nuclear energy,Énergie nucléaire,Kernenergie,Energia nucleare,Energia nuclear,الطاقة النووية,Ядерная энергия,Energía nuclear,核エネルギー,核能
Social_Policy.key,Social Policy,Politique sociale,Sozialpolitik,Politica sociale,Politica social,السياسة الاجتماعية,социальная политика,Politica social,ソーシャルポリシー,社会政策
Working_hours.key,Working hours,Heures de travail,Arbeitszeit,Ore lavorative,Horas de trabalho,ساعات العمل,Рабочее время,Horas laborales,労働時間,工作时间
main.title,What is Switzerland's direct democracy about?,,,,Do que se trata a democracia direta suíça?,,,,,
descr.a,"National ballots in Switzerland from 1848 until 2016, for selected themes and by 10 years brackets. ",,,,"Votações nacionais na Suíça de 1848 a 2016, por temas selecionados em espaços de dez anos",,,,,
descr.b,a referendum (mandatory or optional) with a majority 'no' vote,,,,"Referendo (obrigatório ou facultativo) com maioria de votos ""não""",,,,,
descr.c,a referendum with a majority 'yes' vote,,,,"Referendo (obrigatório ou facultativo) com maioria de votos ""sim""",,,,,
descr.d,a rejected people's initative,,,,Iniciativa popular rejeitada,,,,,
descr.e,an accepted people's initiative,,,,Iniciativa popular aprovada,,,,,
tp.yes,Yes,Ja,Oui,Sì,Sim,نعم,Да,Sí,賛成,赞成
tp.turnout,Turnout,Stimmbeteiligung,Participation,Partecipazione,Participação,نسبة المشاركة,Участие,Participación,投票率,参与率
tp.accepted,Accepted,angenommen,accepté,accettato,aprovado,تمت الموافقة عليه,Одобрено,aceptado,可決,通过
tp.refused,Rejected,abgelehnt,rejeté,respinto,rejeitado,تم رفضه,Отклонено,rechazado,否決,否决
title.initiative,People's initiatives,Volksinitiativen,Initiatives populaires,Iniziative popolari,Iniciativas populares,مبادرات شعبية,Народная законодательная инициатива,Iniciativas populares,イニシアチブ（国民発議）,公民动议
title.mandatoryReferendum,Mandatory referendums,Obligatorische Referenden,Référendums obligatoires,Referendum obbligatori,Referendo obrigatório,استفتاءات إجبارية,Обязательный референдум,Referéndums obligatorios,強制的レファレンダム,强制复决
title.facultativeReferendum,Optional referendums,Fakultative Referenden,Référendums facultatifs,Referendum facoltativi,Referendo facultativo,استفتاءات اختيارية,Факультативный референдум,Referéndums facultativos,任意のレファレンダム,公民复决
tp.outcome,Outcome,,,,Resultado,,,,,
Environmental_policy.key,Environmental policy,,,,Política ambiental,,,,,
Environmental_policy.sub,Environment has been a big theme in Swiss ballots over the last 40 years.<br/><br/><small><i>Note the different people's initiatives which were accepted.,,,,O meio-ambiente tem sido um grande tema nas votações suíças nos últimos 40 anos.<br/><br/><small><i>Repare as diferentes iniciativas populares que foram aprovadas.,,,,,
Immigration_policy.key,Immigration policy,,,,Política migratória,,,,,
Immigration_policy.sub,"Lately, the Swiss have been nearly as concerned with the environment as with the rising immigrant population.<br/> <br/><small><i>Note the two people's initiatives accepted by Swiss citizens since 2010.",,,,"Recentemente, os suíços têm se mostrado quase tão preocupados com o meio-ambiente quanto com a crescente população imigrante..<br/> <br/><small><i>Repare as duas iniciativas populares aprovadas pelos cidadãos suíços desde 2010.",,,,,
Status_of_women.key,Status of women,,,,Status das mulheres,,,,,
Status_of_women.sub,"Women's suffrage at the federal level was introduced only in 1971 with a mandatory referendum.<br/> <br/><small>It has been a prevalent theme since, although not all ballots representedhere are specifically about women's emancipation. For instance, the Swiss voted multiple times regarding abortion. ",,,,"O sufrágio feminino em escala federal foi introduzido só em 1971 por meio de um referendo obrigatório.<br/> <br/><small>Ele virou um tema recorrente desde então, apesar de que nem todas as votações aqui eram sobre emancipação feminina. Por exemplo, os suíços votaram diversas vezes sobre o aborto.",,,,,
Fundamental_rights.key,Fundamental rights,,,,Direitos fundamentais,,,,,
Fundamental_rights.sub,"A consistent popular theme in Swiss ballots.<br/><br/>But not all votes were to increase fundamental rights, for instance the last two accepted people's initiatives were to limit foreigners' rights.",,,,"Um tema bastante popular e constante nas votações suíças.<br/><br/>Mas nem todas as votações eram para expandir os direitos fundamentais; por exemplo, as últimas duas iniciativas populares aprovadas eram para limitar os direitos dos estrangeiros.",,,,,
Pension_insurance.key,Pension insurance,,,,Aposentadoria,,,,,
Pension_insurance.sub,"Faced with an ageing population, there have been numerous votes on pensions over the last 20 years.<br/><br/><small>But all people's initiatives regarding pensions have been rejected.",,,,"Face a uma população envelhecendo, houve várias votações sobre aposentadoria nos últimos 20 anos.<br/><br/><small>Sem muito sucesso, todas as iniciativas populares sobre aposentadoria foram rejeitadas.",,,,,
Indirect_taxation.key,"Through people's initiatives, there have many unsuccessful attempts to change how to tax goods and services.",,,,Tributação indireta,,,,,
Indirect_taxation.sub,,,,,"Por meio de iniciativas populares, houve várias tentativas frustradas para mudar a taxação de bens e serviços.",,,,,
Intergovernmental_relations.key,Intergovernmental relations,,,,Relações intergovernamentais,,,,,
Intergovernmental_relations.sub,"Given its federalism, Switzerland regularly voted on the relationship between cantons and the federal government.",,,,"Dado o seu federalismo, a Suíça tem votado regularmente sobre as relações entre cantões e União.",,,,,
Budget_cuts_and_remediation_measures.key,Budget cuts and remediation measures,,,,Cortes orçamentários e medidas compensatórias,,,,,
Children_and_young_people.key,Children and young people,,,,Crianças e jovens,,,,,
Children_and_young_people.sub,There have only recently been referendums about children and the young.,,,,Muito pouco interesse por crianças ou jovens nas urnas até recentemente.,,,,,
Arms.key,Arms,,,,Armas,,,,,
Arms.sub,The weapons trade has regularly come under the scrutiny of people's initiatives.,,,,O comércio de armas é um tema constante para escrutínio de iniciativas populares. ,,,,,
National_economic_supply.key,National economic supply,,,,Oferta econômica nacional,,,,,
National_economic_supply.sub,Food self-sufficiency used to exist.,,,,Autosuficiência alimentar costumava existir,,,,,
Crop_production.key,Crop production,,,,Safras,,,,,
Referendum.key,Referendum,,,,Referendo,,,,,
Referendum.sub,"The Swiss like polls so much, they regularly voted on how to modifiy their direct democracy or electoral system.",,,,Os suíços gostam tanto de eleições que eles votam regularmente para modificar sua democracia direta ou o sistema eleitoral.,,,,,
Electoral_system.key,Electoral system,,,,Sistema eleitoral,,,,,
Government__administration.key,"Government, administration",,,,"Governo, gestão",,,,,
code.name,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter
