Pricing_policy.key,Pricing policy,Politique de prix,Preispolitik,Politica dei prezzi,Política de preços,سياسة التسعير,Ценовая политика,Política de precios,価格政策,定价政策
Citizenship.key,Citizenship,Citoyenneté,Staatsangehörigkeit,Cittadinanza,Cidadania,المواطنة,гражданство,Ciudadanía,市民権,国籍
Economic_policy.key,Economic policy,Politique économique,Wirtschaftspolitik,Politica economica,Política econômica,السياسة الاقتصادية,Экономическая политика,Política económica,経済政策,经济政策
Employment_policy.key,Employment policy,Politique de l'emploi,Beschäftigungspolitik,La politica occupazionale,A política de emprego,سياسة العمالة,политика в области занятости,La política de empleo,雇用政策,就业政策
Legislative_procedure.key,Legislative procedure,procédure législative,Gesetzgebungsverfahren,La procedura legislativa,Processo legislativo,الإجراء التشريعي,Законодательная процедура,procedimiento legislativo,立法手続き,立法程序
State_security.key,State security,la sécurité de l'Etat,die Sicherheit des Staates,la sicurezza dello Stato,Segurança de Estado,أمن الدولة,госбезопасность,Seguridad Estatal,国家安全保障,国家安全
Employment_conditions.key,Employment conditions,Les conditions d'emploi,Arbeitsbedingungen,condizioni di lavoro,Condições de trabalho,ظروف العمل,условия труда,Las condiciones de empleo,雇用条件,就业条件
Refugees.key,Refugees,Réfugiés,Flüchtlinge,rifugiati,Refugiados,اللاجئين,Беженцы,Refugiados,難民,难民
Short_term_economic_policy.key,Short-term economic policy,la politique économique à court terme,Kurzfristige Wirtschaftspolitik,politica economica a breve termine,Política econômica de curto prazo,السياسة الاقتصادية قصيرة الأجل,Краткосрочная экономическая политика,la política económica a corto plazo,短期的な経済政策,短期经济政策
Competition_policy.key,Competition policy,La politique de concurrence,Wettbewerbspolitik,La politica della concorrenza,Política de concorrência,سياسة المنافسة,Политика в области конкуренции,La política de competencia,競争政策,竞争政策
Consumer_protection.key,Consumer protection,La protection des consommateurs,Verbraucherschutz,Protezione del consumatore,Proteção do consumidor,حماية المستهلك,Защита потребителя,Protección al Consumidor,消費者保護,消费者保护
EU.key,EU,UE,EU,Unione Europea,União Europeia (UE),الاتحاد الأوروبي,ЕС,UE,EU,欧洲联盟
Family_policy.key,Family policy,La politique familiale,Familienpolitik,La politica familiare,Política familiar,سياسة الأسرة,Семейная политика,La política familiar,家族政策,家庭政策
Nuclear_energy.key,Nuclear energy,Énergie nucléaire,Kernenergie,Energia nucleare,Energia nuclear,الطاقة النووية,Ядерная энергия,Energía nuclear,核エネルギー,核能
Social_Policy.key,Social Policy,Politique sociale,Sozialpolitik,Politica sociale,Politica social,السياسة الاجتماعية,социальная политика,Politica social,ソーシャルポリシー,社会政策
Working_hours.key,Working hours,Heures de travail,Arbeitszeit,Ore lavorative,Horas de trabalho,ساعات العمل,Рабочее время,Horas laborales,労働時間,工作时间
main.title,What is Switzerland's direct democracy about?,,,,Do que se trata a democracia direta suíça?,,,,,
descr.a,"National ballots in Switzerland from 1848 until 2016, for selected themes and by 10 years brackets. ",,,,,,,,,
descr.b,a referendum (mandatory or optional) with a majority 'no' vote,,,,,,,,,
descr.c,a referendum with a majority 'yes' vote,,,,,,,,,
descr.d,a rejected people's initative,,,,,,,,,
descr.e,an accepted people's initiative,,,,,,,,,
tp.yes,Yes,Ja,Oui,Sì,Sim,نعم,Sí,Да,賛成,赞成
tp.turnout,Turnout,Stimmbeteiligung,Participation,Partecipazione,Participação,نسبة المشاركة,Participación,Участие,投票率,参与率
tp.accepted,Accepted,angenommen,accepté,accettato,aprovado,تمت الموافقة عليه,aceptado,Одобрено,可決,通过
tp.refused,Rejected,abgelehnt,rejeté,respinto,rejeitado,تم رفضه,rechazado,Отклонено,否決,否决
title.initiative,People's initiatives,Volksinitiativen,Initiatives populaires,Iniziative popolari,Iniciativas populares,مبادرات شعبية,Iniciativas populares,Народная законодательная инициатива,イニシアチブ（国民発議）,公民动议
title.mandatoryReferendum,Mandatory referendums,Obligatorische Referenden,Référendums obligatoires,Referendum obbligatori,Referendo obrigatório,استفتاءات إجبارية,Referéndums obligatorios,Обязательный референдум,強制的レファレンダム,强制复决
title.facultativeReferendum,Optional referendums,Fakultative Referenden,Référendums facultatifs,Referendum facoltativi,Referendo facultativo,استفتاءات اختيارية,Referéndums facultativos,Факультативный референдум,任意のレファレンダム,公民复决
tp.outcome,Outcome,,,,,,,,,
Environmental_policy.key,Environmental policy,,,,,,,,,
Environmental_policy.sub,Environment has been a big theme in Swiss ballots over the last 40 years.<br/><br/><small><i>Note the different people's initiatives which were accepted.,,,,,,,,,
Immigration_policy.key,Immigration policy,,,,,,,,,
Immigration_policy.sub,"Lately, the Swiss have been nearly as concerned with the environment as with the rising immigrant population.<br/> <br/><small><i>Note the two people's initiatives accepted by Swiss citizens since 2010.",,,,,,,,,
Status_of_women.key,Status of women,,,,,,,,,
Status_of_women.sub,"Women's suffrage at the federal level was introduced only in 1971 with a mandatory referendum.<br/> <br/><small>It was a prevalent theme since, although not all ballots here are about women's emancipation. For instance, the Swiss voted multiple times regarding abortion. ",,,,,,,,,
Fundamental_rights.key,Fundamental rights,,,,,,,,,
Fundamental_rights.sub,"A consistent popular theme in Swiss ballots.<br/><br/>But not all votes were to increase fundamental rights, for instance the last two people's initiatives accepted were to limit foreigners' rights.",,,,,,,,,
Pension_insurance.key,Pension insurance,,,,,,,,,
Pension_insurance.sub,"Faced with an ageing population, there have been numerous votes on pensions over the last 20 years.<br/><br/><small>With not much success, all people's initiatives regarding pensions have been rejected.",,,,,,,,,
Indirect_taxation.key,Indirect taxation,,,,,,,,,
Indirect_taxation.sub,"Through people's initiatives, there have many unsuccessful attempts to change how to tax goods and services.",,,,,,,,,
Intergovernmental_relations.key,Intergovernmental relations,,,,,,,,,
Intergovernmental_relations.sub,"Given its federalism, Switzerland regularly voted on the cantonal-country interplay.",,,,,,,,,
Budget_cuts_and_remediation_measures.key,Budget cuts and remediation measures,,,,,,,,,
Children_and_young_people.key,Children and young people,,,,,,,,,
Children_and_young_people.sub,Not much interest for children or the young in the polls until recently.,,,,,,,,,
Arms.key,Arms,,,,,,,,,
Arms.sub,The weapon trade has regularly come under the scrutiny of people's initiatives,,,,,,,,,
National_economic_supply.key,National economic supply,,,,,,,,,
National_economic_supply.sub,Food self-sufficiency used to be a thing.,,,,,,,,,
Crop_production.key,Crop production,,,,,,,,,
Referendum.key,Referendum,,,,,,,,,
Referendum.sub,"The Swiss like polls so much, they regularly voted on how to modifiy their direct democracy or electoral system.",,,,,,,,,
Electoral_system.key,Electoral system,,,,,,,,,
Government__administration.key,"Government, administration",,,,,,,,,
code.name,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter,Highcharter
